species	common_name	Species_Taxonomy_ID	lineage	div.time	evo.time	assembly_name	NCBIcode	contig_N50_bp	scaffold_N50_bp	Intact	partially_intact	uncertain_loss	lost	missing	complete_single_copy_or_duplicated	perc_complete	fragmented	missing	complete_single_copy_or_duplicated2	%_complete2	fragmented2	missing2	with_human_reference	with_mouse_reference
Mastomys_coucha	southern multimammate mouse	35658	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mastomys	89	0.526987	HLmasCou1	GCF_008632895.1	30483	118621203	16244	671	438	598	479	8840	0.958161717	92	294	9084	0.984608715	56	86	17828	20869
Megaderma_lyra	Indian false vampire	9413	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Megadermatidae; Megaderma	94	0.366254	HLmegLyr2	GCA_004026885.1	71674	96489	16189	884	422	621	314	8156	0.884023412	430	640	9045	0.98038153	81	100	18003	17658
Megaptera_novaeangliae	humpback whale	9773	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Mysticeti; Balaenopteridae; Megaptera	94	0.327522	HLmegNov1	GCA_004329385.1	12321	9138802	13898	2298	639	743	852	8679	0.940711034	189	358	9039	0.979731194	88	99	17354	17109
Mellivora_capensis	ratel	9664	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Mellivoriane; Mellivora	94	0.385799	HLmelCap1	GCA_004024625.1	50213	59143	15872	1235	427	399	497	7460	0.808584435	753	1013	8914	0.966182528	141	171	18082	18025
Meriones_unguiculatus	Mongolian gerbil	10047	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Gerbillinae; Meriones	89	0.527957	HLmerUng1	GCF_002204375.1	46546	374687	15631	1026	573	688	512	8385	0.90884457	278	563	8930	0.967916757	134	162	17674	20389
Mesocricetus_auratus	golden hamster	10036	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Mesocricetus	89	0.507085	mesAur1	GCF_000349665.1	22511	12753307	13142	3001	615	674	998	7954	0.862128767	419	853	8243	0.893453284	439	544	17204	19762
Mesocricetus_auratus	golden hamster	10036	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Cricetinae; Mesocricetus	89	-	HLmesAur2	DNA Zoo Consortium	17140	114151861	13085	2951	619	518	1257	7984	0.865380447	403	839	8278	0.897246911	407	541	17086	19598
Mesoplodon_bidens	Sowerby's beaked whale	48745	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Mesoplodon	94	0.333971	HLmesBid1	GCA_004027085.1	28959	33532	14120	2013	765	935	597	6346	0.687838717	1088	1792	8646	0.937134186	273	307	17363	16847
Mesoplodon_densirostris	Blainville's beaked whale	48708	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Mesoplodon	94	-	HLmesDen1	DNA Zoo Consortium	30937	88062146	13245	2803	798	991	593	7866	0.852590505	520	840	8250	0.89421201	484	492	17317	16903
Mesoplodon_europaeus	Gervais' beaked whale	27616	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Mesoplodon	94	-	HLmesEur1	DNA Zoo Consortium	44561	90973712	14017	2138	772	995	508	8169	0.885432473	404	653	8530	0.924561023	364	332	17376	17068
Mesoplodon_stejnegeri	Stejneger's beaked whale	52114	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Ziphiidae; Mesoplodon	94	-	HLmesSte1	DNA Zoo Consortium	31904	89064517	13534	2617	776	1007	496	8007	0.867873401	467	752	8388	0.909169738	423	415	17382	16996
Microcebus_murinus	gray mouse lemur	30608	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	74	0.255266	micMur3	GCF_000165445.2	210702	108171978	16789	305	1076	240	20	8823	0.956319098	100	303	9139	0.990570128	37	50	18857	19280
Microcebus_sp._3_GT-2019	-	2508170	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus; unclassified Microcebus	74	0.256755	HLmicSpe31	GCA_008750915.1	38130	38968	12800	4061	555	282	732	6155	0.667136354	1240	1831	7720	0.836765662	712	794	18088	18497
Microcebus_tavaratra	-	143351	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Microcebus	74	0.257399	HLmicTav1	GCA_008750935.1	29527	30039	12000	4713	547	292	878	5737	0.621829612	1339	2150	7391	0.801105571	818	1017	17919	18157
Microgale_talazaci	Talazac's shrew tenrec	176115	Mammalia; Theria; Eutheria; Afrotheria; Tenrecidae; Oryzorictinae; Microgale	102	0.522103	HLmicTal1	GCA_004026705.1	56946	65143	11890	3264	627	721	1928	5871	0.636353783	1219	2136	7816	0.847171038	492	918	16095	13080
Micronycteris_hirsuta	-	148065	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Phyllostomidae; Phyllostominae; Micronycteris	94	0.405744	HLmicHir1	GCA_004026765.1	62961	68868	13762	2077	507	739	1345	7087	0.768155214	724	1415	8213	0.890201604	343	670	16759	16573
Microtus_agrestis	short-tailed field vole	29092	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	89	0.522484	HLmicAgr2	GCA_902806775.1	2938971	2938971	16686	110	973	535	126	8900	0.964665077	68	258	9173	0.994255365	21	32	18286	21097
Microtus_arvalis	Common vole	47230	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	89	0.523602	HLmicArv1	GCA_007455615.1	34797	52876	14839	1708	481	613	789	7331	0.794602211	773	1122	8734	0.946672447	224	268	17495	20478
Microtus_fortis	reed vole	100897	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	89	0.522775	HLmicFor1	GCA_014885135.1	90682	9992017	16311	534	640	549	396	8807	0.954584869	89	330	9066	0.982657706	48	112	17980	20718
Microtus_ochrogaster	prairie vole	79684	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	89	0.524274	micOch1	GCF_000317375.1	21250	17270019	16055	930	424	554	467	8809	0.954801648	102	315	9088	0.985042272	52	86	17884	20574
Microtus_oeconomus	root vole	64717	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Microtus	89	0.521472	HLmicOec1	GCA_007455595.1	51221	114768	16021	978	417	568	446	7952	0.861911988	484	790	9052	0.981140256	69	105	17901	20787
Miniopterus_natalensis	-	291302	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Miniopterinae; Miniopterus	94	0.372647	HLminNat1	GCF_001595765.1	29777	4315193	14201	2230	469	630	900	8641	0.936592239	234	351	8946	0.969650986	175	105	17391	17490
Miniopterus_schreibersii	Schreibers' long-fingered bat	9433	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Miniopterinae; Miniopterus	94	0.371913	HLminSch1	GCA_004026525.1	82539	108707	16002	1058	448	620	302	7865	0.852482116	582	779	9068	0.982874485	74	84	17994	17874
Mirounga_angustirostris	Northern elephant seal	9716	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Mirounga	94	0.345263	HLmirAng2	DNA Zoo Consortium	75715	139676048	16010	1088	541	563	228	8712	0.944287882	175	339	9015	0.97712985	124	87	18194	17867
Mirounga_leonina	Southern elephant seal	9715	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Mirounga	94	0.345226	HLmirLeo1	GCF_011800145.1	197908	54232831	16916	318	524	542	130	8865	0.96087145	84	277	9181	0.99512248	19	26	18333	18394
Mirza_coquereli	Coquerel's mouse lemur	47180	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Mirza	74	0.255562	HLmirCoq1	GCA_004024645.1	60596	79947	15064	2282	409	309	366	6585	0.713743768	1076	1565	8595	0.93160633	290	341	18397	18542
Mirza_zaza	-	339999	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lemuriformes; Cheirogaleidae; Mirza	74	0.255537	HLmirZaz1	GCA_008750895.1	73499	75843	14123	3139	481	244	443	6891	0.746910904	1010	1325	8095	0.877411663	577	554	18417	18763
Molossus_molossus	Pallas's mastiff bat	27622	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Molossidae; Molossus	94	0.367776	HLmolMol2	Bat1K published	21658165	110665204	17230	53	489	596	62	8896	0.96423152	60	270	9175	0.994472144	13	38	18293	18374
Monodelphis_domestica	gray short-tailed opossum	13616	Mammalia; Theria; Metatheria; Didelphimorphia; Didelphidae; Didelphinae; Monodelphis	160	0.804179	monDom5	GCF_000002295.2	108014	59809810	11131	1051	1150	1401	3697	8146	0.882939519	181	899	8209	0.889768047	142	875	13580	11494
Monodon_monoceros	narwhal	40151	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Monodontidae; Monodon	94	0.338219	HLmonMon1	GCF_005190385.1	255327	107566389	16113	303	751	1136	127	8765	0.950032517	126	335	9116	0.988077173	31	79	17679	17483
Mormoops_blainvillei	Antillean ghost-faced bat	118852	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Mormoopidae; Mormoops	94	0.374127	HLmorBla1	GCA_004026545.1	142682	156292	14928	1480	488	730	804	7901	0.856384132	442	883	8616	0.933882506	221	389	17348	17312
Moschus_berezovskii	Chinese forest musk deer	68408	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Moschidae; Moschus	94	0.403947	HLmosBer1	GCA_006459085.1	57706	2509225	15856	1354	457	474	289	8658	0.938434858	208	360	9001	0.9756124	122	103	18205	18228
Moschus_chrysogaster	alpine musk deer	68412	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Moschidae; Moschus	94	0.404721	HLmosChr1	GCA_006461725.1	3769	100428	6862	5459	1897	1086	3126	4473	0.484825493	1312	3441	5053	0.547691307	1401	2772	14671	13445
Moschus_moschiferus	Siberian musk deer	68415	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Moschidae; Moschus	94	0.404095	HLmosMos1	GCA_004024705.2	34785	11728851	17176	375	388	385	106	8850	0.95924561	118	258	9167	0.993605029	31	28	18518	18696
Mungos_mungo	banded mongoose	210652	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Herpestidae; Mungos	94	0.390163	HLmunMug1	GCA_004023785.1	180702	236501	16297	970	411	426	326	8174	0.88597442	446	606	9023	0.977996965	95	108	18197	18160
Muntiacus_crinifrons	black muntjac	71854	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Muntiacinae; Muntiacus	94	0.410127	HLmunCri1	GCA_006408485.1	8265	1305444	12511	2509	2262	498	650	8410	0.911554303	270	546	8860	0.960329504	133	233	17847	17891
Muntiacus_muntjak	muntjak	9888	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Muntiacinae; Muntiacus	94	0.410605	HLmunMun1	GCA_008782695.1	215534	682452208	16840	586	454	399	151	8809	0.954801648	116	301	9120	0.988510731	52	54	18468	18672
Muntiacus_reevesi	Reeves' muntjac	9886	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Muntiacinae; Muntiacus	94	0.410006	HLmunRee1	GCA_008787405.1	225142	94101870	16920	553	426	377	154	8764	0.949924127	133	329	9109	0.987318448	51	66	18488	18717
Murina_aurata_feae	Little tube-nosed bat	1453894	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Murina; Murina aurata	94	0.408941	HLmurAurFea1	GCA_004026665.1	23400	26051	13406	2862	529	684	949	5947	0.644591372	1193	2086	8439	0.914697594	363	424	17241	16457
Mus_caroli	Ryukyu mouse	10089	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	89	0.538249	HLmusCar1	GCF_900094665.1	30916	122627250	16319	737	483	534	357	8843	0.958486885	97	286	9111	0.987535227	45	70	18026	21360
Mus_musculus	house mouse	10090	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	89	0.540757	mm39	GCF_000001635.27	59462871	106145001	17282	62	405	559	122	8942	0.969217429	57	227	9200	0.997181877	6	20	18274	reference species
Mus_musculus	house mouse	10090	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	89	0.540841	mm10	GCF_000001635.20	32273079	52589046	17253	73	420	534	150	8939	0.968892261	58	229	9197	0.996856709	7	22	18268	reference species
Mus_pahari	shrew mouse	10093	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Coelomys	89	0.537653	HLmusPah1	GCF_900095145.1	29465	111406228	16363	667	466	583	351	8849	0.959137221	84	293	9115	0.987968784	43	68	17967	21242
Mus_spicilegus	steppe mouse	10103	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	89	0.539372	HLmusSpi1	GCA_003336285.1	30918	2198966	16006	856	481	561	526	8739	0.947214394	148	339	9066	0.982657706	62	98	17791	21282
Mus_spretus	western wild mouse	10096	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Muridae; Murinae; Mus; Mus	89	0.540932	HLmusSpr1	GCA_001624865.1	17887	131945496	16437	531	469	578	415	8899	0.964556688	77	250	9145	0.991220464	32	49	17918	21188
Muscardinus_avellanarius	hazel dormouse	39082	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Sciuromorpha; Gliridae; Muscardinus	89	0.385917	HLmusAve1	GCA_004027005.1	44294	59013	15743	1443	411	458	375	6711	0.727400824	1038	1477	8875	0.961955344	138	213	18125	18300
Mustela_erminea	ermine	36723	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Mustelinae; Mustela	94	0.396142	HLmusErm1	GCF_009829155.1	36329944	130149454	17536	57	516	281	40	8895	0.96412313	71	260	9162	0.993063083	8	56	18735	18950
Mustela_putorius	European polecat	9668	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Mustelinae; Mustela	94	0.399616	HLmusPut1	GCA_902460205.1	5344676	14727874	5832	187	9437	2890	84	8189	0.88760026	404	633	9106	0.98699328	51	69	15952	15908
Mustela_putorius_furo	domestic ferret	9669	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Mustelinae; Mustela; Mustela putorius	94	0.399646	HLmusFur2	GCA_011764305.1	23598655	23598655	17514	77	503	319	17	8901	0.964773466	77	248	9186	0.995664427	10	30	18725	18839
Myocastor_coypus	nutria	10157	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Myocastoridae; Myocastor	89	0.480343	HLmyoCoy1	GCA_004027025.1	28446	35982	14111	2246	581	642	850	6062	0.657056146	1131	2033	8587	0.930739215	249	390	17396	16662
Myodes_glareolus	Bank vole	447135	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Arvicolinae; Myodes	89	0.516317	HLmyoGla2	GCA_902806735.1	74950	20649317	15542	892	431	592	973	8664	0.939085194	89	473	8902	0.964881856	51	273	17343	20040
Myotis_brandtii	Brandt's bat	109478	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Myotis	94	0.39372	myoBra1	GCF_000412655.1	23289	3225832	12275	3034	955	649	1517	8193	0.888033817	405	628	8544	0.926078474	377	305	16769	16645
Myotis_davidii	-	225400	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Myotis	94	0.400991	myoDav1	GCF_000327345.1	15182	3454484	11028	3651	1414	780	1557	8037	0.871125081	457	732	8437	0.914480815	432	357	16546	16392
Myotis_lucifugus	little brown bat	59463	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Myotis	94	0.398723	myoLuc2	GCF_000147115.1	64330	4293315	12610	1933	1798	706	1383	8001	0.867223065	342	883	8372	0.907435508	302	552	16823	16920
Myotis_lucifugus	little brown bat	59463	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Myotis	94	0.398707	HLmyoLuc1	DNA Zoo Consortium	61531	95464383	12608	1883	1847	752	1340	8038	0.871233471	329	859	8410	0.911554303	270	546	16824	16806
Myotis_myotis	-	51298	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Myotis	94	0.393061	HLmyoMyo6	Bat1K published	11795106	94448911	17169	80	481	592	108	8880	0.96249729	71	275	9173	0.994255365	13	40	18246	18285
Myotis_septentrionalis	Northern long-eared myotis	258941	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Myotis	94	0.396153	HLmyoSep1	DNAzoo https://www.dnazoo.org/assemblies/Myotis_septentrionalis	205441	96689946	15599	719	1133	676	303	8619	0.934207674	167	440	8939	0.968892261	96	191	17972	17813
Myrmecophaga_tridactyla	giant anteater	71006	Mammalia; Theria; Eutheria; Xenarthra; Pilosa; Vermilingua; Myrmecophagidae; Myrmecophaga	102	0.359232	HLmyrTri1	GCA_004026745.1	36434	41255	14127	2610	569	505	619	6183	0.670171255	1150	1893	8540	0.925644917	299	387	17628	16773
Nanger_granti	Grant's gazelle	27591	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Nanger	94	0.417055	HLnanGra1	GCA_006408635.1	7454	528456	12156	3938	956	479	901	7384	0.800346846	621	1221	8214	0.890309993	369	643	17596	16963
Nannospalax_galili	Upper Galilee mountains blind mole rat	1026970	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Spalacidae; Spalacinae; Nannospalax	89	0.416729	nanGal1	GCF_000622305.1	30353	3618479	16059	718	697	579	377	8781	0.951766746	149	296	9090	0.985259051	56	80	17984	19916
Nasalis_larvatus	proboscis monkey	43780	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Cercopithecoidea; Cercopithecidae; Colobinae; Nasalis	29	0.0711631	nasLar1	GCA_000772465.1	13295	137426304	7069	5276	2031	1506	2548	5400	0.585302406	1262	2564	5622	0.609364838	1326	2278	15072	13960
Nasua_narica	White-nosed coati	352831	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Procyonidae; Nasua	94	0.38135	HLnasNar1	DNA Zoo Consortium	64078	119764535	14829	2155	427	566	453	8223	0.891285498	370	633	8568	0.928679818	328	330	17983	17627
Neofelis_nebulosa	Clouded leopard	61452	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Feliformia; Felidae; Pantherinae; Neofelis	94	0.339915	HLneoNeb1	DNA Zoo Consortium	76067	147111411	17187	388	424	291	140	8859	0.960221114	113	254	9195	0.996639931	12	19	18590	18535
Neomonachus_schauinslandi	Hawaiian monk seal	29088	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Phocidae; Neomonachus	94	0.34257	neoSch1	GCF_002201575.1	112698	29518589	16255	682	814	501	178	8800	0.953826144	111	315	9122	0.988727509	47	57	18337	18302
Neophocaena_asiaeorientalis_asiaeorientalis	Yangtze finless porpoise	1706337	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Whippomorpha; Cetacea; Odontoceti; Phocoenidae; Neophocaena; Neophocaena asiaeorientalis	94	0.339014	HLneoAsi1	GCF_003031525.1	86003	6341296	14961	908	1082	1154	325	8685	0.94136137	172	369	9093	0.985584219	46	87	17434	17247
Neotoma_lepida	desert woodrat	56216	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Myomorpha; Muroidea; Cricetidae; Neotominae; Neotoma	89	0.470155	HLneoLep1	GCA_001675575.1	9584	151693	11328	4697	652	611	1142	7194	0.779752872	622	1410	8127	0.880880121	437	662	17134	19618
Neotragus_moschatus	suni	66442	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Neotragus	94	0.414999	HLneoMos1	GCA_006410615.1	59277	952090	12018	1737	2804	1224	647	6961	0.754498157	851	1414	7671	0.831454585	708	847	17066	16593
Neotragus_pygmaeus	royal antelope	1027985	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Bovidae; Antilopinae; Neotragus	94	0.416407	HLneoPyg1	GCA_006410875.1	30751	363895	9992	3034	3166	1161	1077	5925	0.642206807	1236	2065	6873	0.744959896	1052	1301	16690	15804
Neovison_vison	American mink	452646	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Mustelidae; Mustelinae; Neovison	94	0.39658	HLneoVis1	GCA_900108605.1	32336	6814223	15061	1924	607	403	435	8710	0.944071103	177	339	9038	0.979622805	101	87	18154	18072
Noctilio_leporinus	greater bulldog bat	94963	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Noctilionidae; Noctilio	94	0.408994	HLnocLep1	GCA_004026585.1	135651	191494	16036	718	456	739	481	8051	0.872642532	406	769	8916	0.966399306	99	211	17660	17415
Nomascus_leucogenys	northern white-cheeked gibbon	61853	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Haplorrhini; Simiiformes; Catarrhini; Hominoidea; Hylobatidae; Nomascus	20	0.0401972	HLnomLeu4	GCF_006542625.1	12782853	35886894	17913	60	269	166	22	8830	0.957077824	109	287	9179	0.994905701	13	34	19162	19051
Notamacropus_eugenii	tammar wallaby	9315	Mammalia; Theria; Metatheria; Diprotodontia; Macropodidae; Notamacropus	160	0.815562	HLnotEug3	DNA Zoo Consortium	42320	387072473	10079	2202	654	1006	4489	7768	0.84196835	461	997	7500	0.812920009	407	1319	13153	10392
Nycticebus_coucang	slow loris	9470	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Primates; Strepsirrhini; Lorisiformes; Lorisidae; Nycticebus	74	0.277023	HLnycCou1	GCA_004027815.1	17693	19724	13999	3003	531	359	538	5966	0.64665077	1182	2078	8446	0.915456319	348	432	18132	17594
Nycticeius_humeralis	evening bat	27670	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Microchiroptera; Vespertilionidae; Nycticeius	94	0.438473	HLnycHum2	GCA_007922795.1	14267	15095	10151	4421	758	899	2201	4943	0.53576848	1465	2818	7154	0.775417299	804	1268	15732	14269
Ochotona_princeps	American pika	9978	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Lagomorpha; Ochotonidae; Ochotona	89	0.451249	ochPri3	GCF_000292845.1	42347	26863993	13985	2476	559	731	679	8453	0.916215044	259	514	8755	0.948948623	228	243	17469	17189
Octodon_degus	degu	10160	Mammalia; Theria; Eutheria; Boreoeutheria; Euarchontoglires; Glires; Rodentia; Hystricomorpha; Octodontidae; Octodon	89	0.466883	octDeg1	GCF_000260255.1	19847	12091372	14820	1878	577	612	543	8722	0.945371775	142	362	8920	0.966832864	137	169	17770	18074
Odobenus_rosmarus	walrus	9707	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Odobenidae; Odobenus	94	0.346089	HLodoRos1	DNA Zoo Consortium	85053	154349455	16961	392	543	408	126	8875	0.961955344	82	269	9178	0.994797312	19	29	18501	18398
Odobenus_rosmarus_divergens	Pacific walrus	9708	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Carnivora; Caniformia; Odobenidae; Odobenus; Odobenus rosmarus	94	0.346168	odoRosDiv1	GCF_000321225.1	89951	2616778	17007	384	535	393	111	8849	0.959137221	99	278	9178	0.994797312	17	31	18532	18610
Odocoileus_hemionus_hemionus	mule deer	9877	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Odocoileus; Odocoileus hemionus	94	0.412264	HLodoHem1	GCA_004115125.1	113295	838758	16176	599	1208	369	78	8578	0.929763711	240	408	9047	0.980598309	93	86	18563	18641
Odocoileus_virginianus	white-tailed deer	9874	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Odocoileus	94	0.413239	HLodoVir3	GCA_014726795.1	5999512	17102683	14000	124	3642	624	40	8747	0.948081509	138	341	9173	0.994255365	17	36	18360	18688
Odocoileus_virginianus	white-tailed deer	9874	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Odocoileus	94	0.415215	HLodoVir2	DNA Zoo Consortium	114510	69881861	16410	425	1168	348	79	8779	0.951549967	139	308	9103	0.986668112	61	62	18607	18632
Odocoileus_virginianus_texanus	white-tailed deer	9880	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Artiodactyla; Ruminantia; Pecora; Cervidae; Odocoileinae; Odocoileus; Odocoileus virginianus	94	0.415227	HLodoVir1	GCF_002102435.1	122019	850721	16228	601	1174	346	81	8571	0.929004986	241	414	9050	0.980923477	96	80	18605	18744
